tag_level2,ct_mean__mean,ct_mean__std,ct_p95__mean,ct_p95__std,run_time_mean__mean,run_time_mean__std,run_time_p95__mean,run_time_p95__std,dev_sum__mean,dev_sum__std,dev_p95__mean,dev_p95__std,fail_rate__mean,fail_rate__std,failw_rate__mean,failw_rate__std,n_fail__mean,n_fail__std,n_total__mean,n_total__std
1058,1.2650000000000243,0.018708286934180855,1.2650000000000243,0.018708286934180855,28.833333333333332,3.4003921342496155,28.833333333333332,3.4003921342496155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1059,1.245000000000194,0.005477225574839121,1.245000000000194,0.005477225574839121,28.2,2.659323222175146,28.2,2.659323222175146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
106,1.2420000000001437,0.016431676725326833,1.2420000000001437,0.016431676725326833,31.28,1.8047160441465562,31.28,1.8047160441465562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024305555555555556,0.1942542347137377
1060,1.2516666666667031,0.011690451944755313,1.2516666666667031,0.011690451944755313,29.78333333333333,2.5079207855645436,29.78333333333333,2.5079207855645436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743584
1061,1.2483333333326907,0.01169045194465156,1.2483333333326907,0.01169045194465156,29.483333333333334,3.5829689737237,29.483333333333334,3.5829689737237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1062,1.1049999999998665,0.4192254763250093,1.1049999999998665,0.4192254763250093,30.083333333333332,3.53463812386313,30.083333333333332,3.53463812386313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1063,1.246666666666594,0.008164965809455483,1.246666666666594,0.008164965809455483,28.28333333333333,2.324148589627319,28.28333333333333,2.324148589627319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1064,1.256666666666509,0.018618986725366538,1.256666666666509,0.018618986725366538,30.05,2.918047292282973,30.05,2.918047292282973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743582
1065,1.2419999999998255,0.01788854382038882,1.2419999999998255,0.01788854382038882,26.339999999999996,0.6024948132556803,26.339999999999996,0.6024948132556803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024305555555555556,0.1942542347137377
1066,1.2533333333337093,0.005163977795525601,1.2533333333337093,0.005163977795525601,27.7,2.300434741521697,27.7,2.300434741521697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1067,1.250000000000303,0.008944271910601119,1.250000000000303,0.008944271910601119,27.733333333333334,2.9540932054806035,27.733333333333334,2.9540932054806035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1068,1.2449999999998909,0.008366600265523388,1.2449999999998909,0.008366600265523388,28.55,2.5758493744782514,28.55,2.5758493744782514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743584
1069,1.2550000000004122,0.010488088482797612,1.2550000000004122,0.010488088482797612,28.916666666666668,3.87164908878202,28.916666666666668,3.87164908878202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
107,1.231666666666835,0.007527726526681249,1.231666666666835,0.007527726526681249,26.916666666666668,1.1583033569262708,26.916666666666668,1.1583033569262708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1070,1.253333333333103,0.015055453054832435,1.253333333333103,0.015055453054832435,28.383333333333336,3.292061157795623,28.383333333333336,3.292061157795623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1071,1.2516666666670062,0.007527726527657855,1.2516666666670062,0.007527726527657855,28.616666666666664,2.304271396052701,28.616666666666664,2.304271396052701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1072,1.2516666666667031,0.016020819787946925,1.2516666666667031,0.016020819787946925,27.45,2.911185325601926,27.45,2.911185325601926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1073,1.246666666666594,0.00816496580945549,1.246666666666594,0.00816496580945549,28.016666666666666,3.4862109326124644,28.016666666666666,3.4862109326124644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743584
1074,1.2650000000003274,0.012909944487639853,1.2650000000003274,0.012909944487639853,28.475,2.7439327008268015,28.475,2.7439327008268015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017361111111111112,0.1552024017878343
1075,1.2474999999999454,0.0125830573923926,1.2474999999999454,0.0125830573923926,26.575,0.45734742446707555,26.575,0.45734742446707555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017361111111111112,0.15520240178783432
1076,1.2599999999999152,0.012649110640374382,1.2599999999999152,0.012649110640374382,27.883333333333336,2.21938429900427,27.883333333333336,2.21938429900427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743582
1077,1.2566666666671154,0.013662601021133902,1.2566666666671154,0.013662601021133902,29.366666666666664,2.87030776514761,29.366666666666664,2.87030776514761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1078,1.2450000000008004,0.010488088481410147,1.2450000000008004,0.010488088481410147,27.483333333333334,2.263993521781073,27.483333333333334,2.263993521781073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1079,1.2550000000001091,0.013784048752391103,1.2550000000001091,0.013784048752391103,27.133333333333336,1.0856641592438552,27.133333333333336,1.0856641592438552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
108,1.2320000000022902,0.010954451149314981,1.2320000000022902,0.010954451149314981,26.82,1.0639548862616304,26.82,1.0639548862616304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.1656472891122698
1080,1.250000000000303,0.006324555321050011,1.250000000000303,0.006324555321050011,29.28333333333333,3.110894833752287,29.28333333333333,3.110894833752287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1081,1.2483333333336002,0.011690451944495963,1.2483333333336002,0.011690451944495963,26.383333333333336,0.8376554582086037,26.383333333333336,0.8376554582086037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1082,1.2650000000003274,0.017606816862043323,1.2650000000003274,0.017606816862043323,29.183333333333334,4.982134749950735,29.183333333333334,4.982134749950735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1083,1.2583333333338185,0.02136976056590618,1.2583333333338185,0.02136976056590618,28.133333333333336,2.862632820790447,28.133333333333336,2.862632820790447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1084,1.249999999999697,0.010954451150674588,1.249999999999697,0.010954451150674588,27.900000000000002,2.334951819631404,27.900000000000002,2.334951819631404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1085,1.2550000000010186,0.020736441355096145,1.2550000000010186,0.020736441355096145,28.866666666666664,3.2184882579662566,28.866666666666664,3.2184882579662566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1086,1.2566666666662059,0.016329931618094106,1.2566666666662059,0.016329931618094106,27.25,2.2976074512414,27.25,2.2976074512414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.2025772771874358
1087,1.2539999999997236,0.019493588689436906,1.2539999999997236,0.019493588689436906,28.74,2.8762823227214662,28.74,2.8762823227214662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024305555555555556,0.19425423471373782
1088,1.256666666666509,0.01032795558964221,1.256666666666509,0.01032795558964221,28.016666666666666,3.0419840017111643,28.016666666666666,3.0419840017111643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743584
1089,1.2566666666668123,0.012110601416654303,1.2566666666668123,0.012110601416654303,29.650000000000002,3.0729464687820394,29.650000000000002,3.0729464687820394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743584
109,1.2399999999998954,0.008944271910092696,1.2399999999998954,0.008944271910092696,28.75,3.672465112155596,28.75,3.672465112155596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743584
1090,1.2599999999999152,0.015491933384463374,1.2599999999999152,0.015491933384463374,28.233333333333334,1.8304826321674468,28.233333333333334,1.8304826321674468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743582
1091,1.2583333333326057,0.014719601443088858,1.2583333333326057,0.014719601443088858,27.516666666666666,2.4342692264140924,27.516666666666666,2.4342692264140924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
1092,1.2450000000004973,0.005477225574507044,1.2450000000004973,0.005477225574507044,28.45,3.434967248752162,28.45,3.434967248752162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.20257727718743587
